date,pm25,pm10,o3,no2,so2,co
2018-06-01,49.0,24.0,,11.0,3.0,6.0
2018-06-02,47.0,20.0,,9.0,3.0,6.0
2018-06-03,50.0,22.0,,15.0,4.0,7.0
2018-06-04,73.0,27.0,,14.0,3.0,7.0
2018-06-05,55.0,26.0,,13.0,4.0,5.0
2018-06-06,40.0,12.0,,18.0,7.0,6.0
2018-06-07,58.0,16.0,,16.0,6.0,7.0
2018-06-08,54.0,20.0,,10.0,3.0,7.0
2018-06-09,54.0,21.0,,9.0,5.0,7.0
2018-06-10,57.0,21.0,,11.0,3.0,6.0
2018-06-11,49.0,23.0,,12.0,3.0,7.0
2018-06-12,51.0,23.0,,7.0,3.0,6.0
2018-06-13,41.0,16.0,,8.0,2.0,6.0
2018-06-14,34.0,16.0,,9.0,2.0,6.0
2018-06-15,33.0,13.0,,8.0,3.0,7.0
2018-06-16,48.0,15.0,,8.0,3.0,7.0
2018-06-17,42.0,12.0,26.0,15.0,2.0,7.0
2018-06-18,46.0,21.0,37.0,11.0,2.0,6.0
2018-06-19,42.0,21.0,36.0,12.0,4.0,6.0
2018-06-20,57.0,22.0,30.0,12.0,5.0,4.0
2018-06-21,39.0,25.0,27.0,10.0,5.0,3.0
2018-06-22,32.0,12.0,22.0,8.0,5.0,3.0
2018-06-23,34.0,11.0,25.0,6.0,5.0,3.0
2018-06-24,28.0,8.0,30.0,9.0,3.0,3.0
2018-06-25,35.0,12.0,28.0,7.0,2.0,3.0
2018-06-26,28.0,9.0,30.0,4.0,1.0,3.0
2018-06-27,36.0,12.0,27.0,6.0,2.0,4.0
2018-06-28,36.0,14.0,40.0,5.0,2.0,4.0
2018-06-29,34.0,21.0,31.0,2.0,2.0,3.0
2018-06-30,18.0,10.0,24.0,4.0,2.0,3.0
2018-07-01,19.0,7.0,31.0,8.0,2.0,3.0
2018-07-02,33.0,19.0,43.0,14.0,3.0,4.0
2018-07-03,42.0,21.0,62.0,17.0,4.0,4.0
2018-07-04,50.0,26.0,72.0,20.0,3.0,8.0
2018-07-05,54.0,26.0,53.0,19.0,2.0,9.0
2018-07-06,58.0,19.0,42.0,6.0,2.0,6.0
2018-07-07,40.0,18.0,41.0,5.0,2.0,6.0
2018-07-08,44.0,24.0,42.0,14.0,2.0,7.0
2018-07-09,55.0,23.0,50.0,11.0,2.0,6.0
2018-07-10,49.0,24.0,28.0,14.0,2.0,7.0
2018-07-11,56.0,16.0,38.0,10.0,2.0,6.0
2018-07-12,39.0,9.0,42.0,10.0,1.0,6.0
2018-07-13,25.0,14.0,35.0,6.0,2.0,6.0
2018-07-14,36.0,13.0,34.0,4.0,2.0,5.0
2018-07-15,32.0,16.0,28.0,12.0,2.0,6.0
2018-07-16,38.0,13.0,22.0,11.0,2.0,6.0
2018-07-17,34.0,9.0,19.0,8.0,2.0,6.0
2018-07-18,20.0,11.0,15.0,10.0,1.0,6.0
2018-07-19,36.0,21.0,28.0,10.0,2.0,7.0
2018-07-20,51.0,27.0,58.0,9.0,2.0,7.0
2018-07-21,72.0,24.0,64.0,6.0,3.0,7.0
2018-07-22,66.0,26.0,43.0,12.0,3.0,6.0
2018-07-23,56.0,23.0,54.0,8.0,2.0,6.0
2018-07-24,48.0,22.0,40.0,8.0,1.0,6.0
2018-07-25,47.0,12.0,31.0,7.0,2.0,6.0
2018-07-26,34.0,15.0,39.0,6.0,3.0,6.0
2018-07-27,39.0,18.0,48.0,6.0,3.0,8.0
2018-07-28,56.0,20.0,44.0,7.0,2.0,7.0
2018-07-29,47.0,16.0,30.0,9.0,1.0,7.0
2018-07-30,59.0,15.0,38.0,5.0,4.0,8.0
2018-07-31,52.0,19.0,44.0,5.0,3.0,7.0
2018-08-01,49.0,21.0,45.0,5.0,4.0,7.0
2018-08-02,53.0,20.0,55.0,8.0,3.0,8.0
2018-08-03,60.0,23.0,54.0,7.0,1.0,7.0
2018-08-04,62.0,20.0,49.0,7.0,1.0,7.0
2018-08-05,50.0,13.0,40.0,6.0,1.0,6.0
2018-08-06,32.0,16.0,45.0,6.0,2.0,7.0
2018-08-07,42.0,26.0,48.0,10.0,4.0,10.0
2018-08-08,68.0,26.0,57.0,9.0,1.0,8.0
2018-08-09,60.0,22.0,46.0,11.0,1.0,7.0
2018-08-10,57.0,10.0,21.0,6.0,1.0,7.0
2018-08-11,30.0,14.0,46.0,9.0,2.0,7.0
2018-08-12,45.0,15.0,39.0,13.0,1.0,7.0
2018-08-13,50.0,26.0,38.0,8.0,2.0,8.0
2018-08-14,54.0,12.0,32.0,4.0,1.0,6.0
2018-08-15,34.0,13.0,39.0,8.0,2.0,7.0
2018-08-16,42.0,20.0,46.0,8.0,4.0,6.0
2018-08-17,68.0,30.0,50.0,8.0,2.0,5.0
2018-08-18,84.0,26.0,51.0,13.0,1.0,5.0
2018-08-19,73.0,25.0,48.0,17.0,1.0,4.0
2018-08-20,64.0,17.0,28.0,7.0,1.0,2.0
2018-08-21,32.0,19.0,45.0,7.0,2.0,3.0
2018-08-22,52.0,30.0,50.0,12.0,4.0,6.0
2018-08-23,81.0,31.0,40.0,13.0,2.0,4.0
2018-08-24,54.0,19.0,13.0,8.0,2.0,3.0
2018-08-25,35.0,9.0,21.0,5.0,1.0,3.0
2018-08-26,22.0,15.0,28.0,15.0,2.0,4.0
2018-08-27,53.0,19.0,24.0,10.0,1.0,4.0
2018-08-28,50.0,23.0,41.0,9.0,2.0,4.0
2018-08-29,72.0,27.0,38.0,12.0,2.0,5.0
2018-08-30,72.0,23.0,29.0,11.0,1.0,4.0
2018-08-31,59.0,27.0,45.0,6.0,3.0,5.0
2018-09-01,82.0,28.0,42.0,7.0,3.0,5.0
2018-09-02,84.0,25.0,44.0,7.0,4.0,5.0
2018-09-03,74.0,18.0,25.0,10.0,2.0,4.0
2018-09-04,50.0,22.0,31.0,8.0,2.0,4.0
2018-09-05,50.0,29.0,24.0,11.0,1.0,5.0
2018-09-06,63.0,34.0,47.0,10.0,3.0,6.0
2018-09-07,71.0,30.0,,10.0,2.0,7.0
2018-09-08,75.0,17.0,,,,
2018-09-09,,29.0,41.0,11.0,2.0,6.0
2018-09-10,63.0,34.0,31.0,16.0,2.0,6.0
2018-09-11,67.0,35.0,43.0,18.0,2.0,7.0
2018-09-12,66.0,46.0,63.0,18.0,2.0,7.0
2018-09-13,77.0,30.0,8.0,9.0,1.0,5.0
2018-09-14,58.0,13.0,20.0,10.0,,5.0
2018-09-15,48.0,21.0,34.0,10.0,1.0,5.0
2018-09-16,62.0,25.0,33.0,11.0,1.0,6.0
2018-09-17,61.0,18.0,43.0,9.0,2.0,6.0
2018-09-18,63.0,38.0,40.0,14.0,2.0,7.0
2018-09-19,65.0,45.0,49.0,14.0,2.0,7.0
2018-09-20,81.0,45.0,42.0,14.0,3.0,6.0
2018-09-21,85.0,16.0,21.0,10.0,2.0,5.0
2018-09-22,36.0,11.0,29.0,5.0,2.0,4.0
2018-09-23,29.0,8.0,25.0,6.0,1.0,4.0
2018-09-24,19.0,12.0,21.0,10.0,,4.0
2018-09-25,30.0,15.0,25.0,13.0,1.0,5.0
2018-09-26,52.0,21.0,20.0,12.0,1.0,5.0
2018-09-27,45.0,26.0,26.0,10.0,2.0,7.0
2018-09-28,50.0,20.0,25.0,6.0,1.0,5.0
2018-09-29,42.0,27.0,,7.0,1.0,7.0
2018-09-30,81.0,37.0,16.0,13.0,3.0,7.0
2018-10-01,77.0,18.0,17.0,13.0,2.0,6.0
2018-10-02,43.0,13.0,28.0,9.0,2.0,5.0
2018-10-03,25.0,23.0,21.0,14.0,1.0,6.0
2018-10-04,48.0,38.0,29.0,12.0,1.0,10.0
2018-10-05,91.0,32.0,30.0,10.0,2.0,8.0
2018-10-06,82.0,34.0,19.0,12.0,2.0,8.0
2018-10-07,73.0,15.0,22.0,7.0,2.0,6.0
2018-10-08,46.0,39.0,17.0,12.0,3.0,8.0
2018-10-09,81.0,40.0,26.0,11.0,4.0,10.0
2018-10-10,106.0,42.0,15.0,14.0,5.0,8.0
2018-10-11,119.0,49.0,28.0,15.0,5.0,7.0
2018-10-12,109.0,54.0,27.0,14.0,4.0,7.0
2018-10-13,128.0,40.0,26.0,10.0,3.0,7.0
2018-10-14,110.0,40.0,24.0,15.0,4.0,8.0
2018-10-15,104.0,51.0,28.0,24.0,2.0,11.0
2018-10-16,125.0,66.0,25.0,20.0,4.0,9.0
2018-10-17,138.0,67.0,2.0,24.0,4.0,11.0
2018-10-18,162.0,74.0,11.0,17.0,3.0,9.0
2018-10-19,158.0,46.0,18.0,11.0,2.0,5.0
2018-10-20,110.0,23.0,19.0,5.0,2.0,4.0
2018-10-21,64.0,47.0,6.0,12.0,2.0,7.0
2018-10-22,117.0,18.0,21.0,9.0,3.0,3.0
2018-10-23,35.0,10.0,29.0,4.0,3.0,2.0
2018-10-24,16.0,13.0,24.0,11.0,3.0,3.0
2018-10-25,27.0,29.0,21.0,23.0,11.0,7.0
2018-10-26,75.0,33.0,13.0,18.0,13.0,12.0
2018-10-27,125.0,14.0,22.0,4.0,3.0,21.0
2018-10-28,40.0,24.0,18.0,9.0,5.0,16.0
2018-10-29,59.0,29.0,27.0,12.0,5.0,11.0
2018-10-30,42.0,25.0,19.0,22.0,3.0,9.0
2018-10-31,61.0,47.0,24.0,10.0,4.0,5.0
2018-11-01,92.0,55.0,27.0,14.0,3.0,4.0
2018-11-02,82.0,40.0,10.0,7.0,2.0,4.0
2018-11-03,91.0,23.0,10.0,9.0,2.0,6.0
2018-11-04,88.0,39.0,7.0,10.0,3.0,5.0
2018-11-05,104.0,43.0,8.0,16.0,5.0,8.0
2018-11-06,103.0,50.0,4.0,13.0,4.0,10.0
2018-11-07,136.0,69.0,6.0,19.0,4.0,13.0
2018-11-08,151.0,64.0,3.0,13.0,3.0,13.0
2018-11-09,160.0,69.0,5.0,10.0,4.0,13.0
2018-11-10,161.0,60.0,6.0,8.0,5.0,12.0
2018-11-11,147.0,66.0,7.0,9.0,4.0,12.0
2018-11-12,154.0,60.0,10.0,15.0,4.0,12.0
2018-11-13,135.0,26.0,14.0,17.0,2.0,4.0
2018-11-14,58.0,23.0,17.0,9.0,2.0,3.0
2018-11-15,56.0,16.0,15.0,7.0,2.0,4.0
2018-11-16,72.0,36.0,16.0,10.0,3.0,5.0
2018-11-17,108.0,45.0,13.0,12.0,4.0,6.0
2018-11-18,121.0,32.0,18.0,6.0,3.0,5.0
2018-11-19,76.0,37.0,14.0,8.0,4.0,4.0
2018-11-20,98.0,31.0,16.0,6.0,3.0,4.0
2018-11-21,73.0,45.0,12.0,7.0,3.0,7.0
2018-11-22,102.0,58.0,6.0,11.0,4.0,7.0
2018-11-23,143.0,44.0,1.0,10.0,4.0,11.0
2018-11-24,123.0,44.0,2.0,9.0,5.0,10.0
2018-11-25,109.0,23.0,12.0,5.0,4.0,5.0
2018-11-26,65.0,22.0,16.0,12.0,3.0,6.0
2018-11-27,77.0,41.0,17.0,11.0,3.0,6.0
2018-11-28,99.0,28.0,17.0,12.0,3.0,7.0
2018-11-29,110.0,27.0,12.0,12.0,5.0,8.0
2018-11-30,95.0,60.0,8.0,13.0,4.0,10.0
2018-12-01,146.0,47.0,9.0,11.0,6.0,10.0
2018-12-02,120.0,31.0,8.0,20.0,7.0,11.0
2018-12-03,87.0,27.0,11.0,13.0,6.0,10.0
2018-12-04,72.0,39.0,14.0,18.0,3.0,8.0
2018-12-05,77.0,61.0,4.0,22.0,5.0,10.0
2018-12-06,119.0,40.0,5.0,21.0,5.0,11.0
2018-12-07,109.0,22.0,16.0,12.0,5.0,7.0
2018-12-08,55.0,7.0,22.0,9.0,5.0,6.0
2018-12-09,25.0,16.0,19.0,12.0,4.0,6.0
2018-12-10,34.0,22.0,17.0,19.0,3.0,9.0
2018-12-11,76.0,32.0,9.0,11.0,3.0,8.0
2018-12-12,75.0,56.0,13.0,14.0,3.0,9.0
2018-12-13,124.0,28.0,10.0,9.0,3.0,8.0
2018-12-14,86.0,20.0,13.0,5.0,4.0,7.0
2018-12-15,68.0,40.0,13.0,9.0,4.0,10.0
2018-12-16,94.0,80.0,2.0,21.0,4.0,19.0
2018-12-17,177.0,73.0,2.0,19.0,5.0,16.0
2018-12-18,167.0,54.0,13.0,15.0,3.0,12.0
2018-12-19,125.0,61.0,4.0,20.0,5.0,14.0
2018-12-20,149.0,37.0,11.0,23.0,7.0,13.0
2018-12-21,99.0,11.0,17.0,12.0,6.0,8.0
2018-12-22,30.0,18.0,13.0,11.0,4.0,9.0
2018-12-23,53.0,11.0,17.0,6.0,4.0,8.0
2018-12-24,28.0,17.0,20.0,6.0,3.0,8.0
2018-12-25,53.0,19.0,16.0,6.0,3.0,7.0
2018-12-26,51.0,18.0,12.0,9.0,3.0,8.0
2018-12-27,52.0,22.0,11.0,12.0,3.0,8.0
2018-12-28,53.0,16.0,13.0,10.0,3.0,8.0
2018-12-29,47.0,15.0,13.0,8.0,3.0,9.0
2018-12-30,42.0,,,,,
2018-12-31,,22.0,20.0,8.0,3.0,8.0
2019-01-01,60.0,10.0,24.0,7.0,3.0,6.0
2019-01-02,34.0,12.0,23.0,6.0,3.0,7.0
2019-01-03,31.0,24.0,23.0,11.0,3.0,8.0
2019-01-04,57.0,14.0,17.0,10.0,2.0,8.0
2019-01-05,45.0,10.0,22.0,5.0,1.0,6.0
2019-01-06,39.0,33.0,18.0,19.0,3.0,10.0
2019-01-07,99.0,36.0,12.0,22.0,4.0,12.0
2019-01-08,105.0,34.0,10.0,18.0,3.0,9.0
2019-01-09,88.0,58.0,10.0,12.0,1.0,6.0
2019-01-10,138.0,52.0,11.0,16.0,2.0,6.0
2019-01-11,135.0,26.0,15.0,13.0,2.0,4.0
2019-01-12,66.0,9.0,15.0,9.0,2.0,3.0
2019-01-13,29.0,11.0,21.0,8.0,2.0,2.0
2019-01-14,24.0,17.0,21.0,11.0,1.0,2.0
2019-01-15,41.0,18.0,15.0,17.0,2.0,5.0
2019-01-16,68.0,21.0,19.0,24.0,3.0,9.0
2019-01-17,87.0,11.0,19.0,13.0,1.0,3.0
2019-01-18,27.0,42.0,17.0,15.0,2.0,5.0
2019-01-19,83.0,74.0,9.0,13.0,1.0,10.0
2019-01-20,161.0,85.0,2.0,22.0,3.0,11.0
2019-01-21,172.0,94.0,12.0,17.0,4.0,10.0
2019-01-22,165.0,32.0,18.0,8.0,2.0,4.0
2019-01-23,94.0,26.0,19.0,7.0,3.0,4.0
2019-01-24,71.0,42.0,17.0,14.0,4.0,5.0
2019-01-25,99.0,48.0,11.0,15.0,4.0,4.0
2019-01-26,110.0,49.0,16.0,13.0,5.0,5.0
2019-01-27,100.0,53.0,5.0,25.0,3.0,10.0
2019-01-28,126.0,24.0,7.0,16.0,2.0,6.0
2019-01-29,65.0,45.0,11.0,14.0,5.0,9.0
2019-01-30,106.0,69.0,9.0,21.0,10.0,15.0
2019-01-31,158.0,59.0,19.0,28.0,12.0,13.0
2019-02-01,142.0,25.0,19.0,13.0,6.0,4.0
2019-02-02,52.0,45.0,8.0,13.0,2.0,8.0
2019-02-03,106.0,22.0,8.0,12.0,,5.0
2019-02-04,55.0,38.0,13.0,17.0,1.0,9.0
2019-02-05,86.0,57.0,15.0,22.0,2.0,
2019-02-06,105.0,66.0,7.0,24.0,3.0,
2019-02-07,140.0,63.0,8.0,27.0,3.0,
2019-02-08,132.0,55.0,16.0,14.0,3.0,
2019-02-09,108.0,25.0,25.0,11.0,2.0,
2019-02-10,55.0,14.0,17.0,14.0,2.0,
2019-02-11,37.0,15.0,18.0,8.0,,
2019-02-12,31.0,29.0,15.0,12.0,,
2019-02-13,61.0,30.0,12.0,14.0,1.0,
2019-02-14,75.0,37.0,13.0,22.0,1.0,
2019-02-15,86.0,54.0,17.0,20.0,3.0,
2019-02-16,117.0,58.0,19.0,20.0,4.0,
2019-02-17,123.0,77.0,12.0,25.0,4.0,
2019-02-18,140.0,72.0,19.0,18.0,5.0,
2019-02-19,136.0,31.0,14.0,14.0,2.0,
2019-02-20,63.0,36.0,17.0,14.0,3.0,
2019-02-21,68.0,13.0,23.0,5.0,1.0,
2019-02-22,31.0,22.0,21.0,11.0,4.0,
2019-02-23,73.0,55.0,16.0,14.0,5.0,
2019-02-24,114.0,54.0,14.0,20.0,8.0,
2019-02-25,103.0,37.0,18.0,12.0,5.0,
2019-02-26,75.0,40.0,15.0,18.0,2.0,
2019-02-27,81.0,42.0,20.0,15.0,5.0,
2019-02-28,72.0,50.0,13.0,13.0,3.0,
2019-03-01,95.0,32.0,19.0,13.0,4.0,
2019-03-02,75.0,33.0,16.0,14.0,4.0,
2019-03-03,80.0,19.0,21.0,17.0,5.0,
2019-03-04,27.0,13.0,22.0,9.0,3.0,
2019-03-05,19.0,25.0,20.0,16.0,2.0,
2019-03-06,55.0,34.0,21.0,18.0,4.0,
2019-03-07,53.0,15.0,22.0,13.0,3.0,
2019-03-08,25.0,12.0,22.0,9.0,3.0,
2019-03-09,32.0,8.0,25.0,6.0,4.0,
2019-03-10,21.0,13.0,23.0,9.0,3.0,
2019-03-11,29.0,21.0,19.0,15.0,3.0,
2019-03-12,60.0,21.0,18.0,18.0,3.0,
2019-03-13,48.0,16.0,18.0,20.0,3.0,
2019-03-14,46.0,10.0,20.0,10.0,4.0,
2019-03-15,22.0,11.0,24.0,8.0,4.0,
2019-03-16,31.0,18.0,28.0,15.0,4.0,
2019-03-17,43.0,17.0,21.0,13.0,3.0,
2019-03-18,39.0,39.0,18.0,15.0,3.0,
2019-03-19,71.0,58.0,20.0,19.0,3.0,9.0
2019-03-20,115.0,72.0,16.0,21.0,3.0,7.0
2019-03-21,110.0,49.0,12.0,19.0,3.0,7.0
2019-03-22,113.0,42.0,18.0,11.0,4.0,8.0
2019-03-23,106.0,32.0,22.0,9.0,3.0,6.0
2019-03-24,81.0,21.0,19.0,13.0,3.0,5.0
2019-03-25,46.0,17.0,22.0,8.0,3.0,5.0
2019-03-26,39.0,24.0,23.0,15.0,3.0,6.0
2019-03-27,53.0,44.0,9.0,17.0,2.0,8.0
2019-03-28,96.0,51.0,24.0,18.0,3.0,10.0
2019-03-29,113.0,55.0,29.0,17.0,7.0,10.0
2019-03-30,126.0,40.0,42.0,8.0,4.0,8.0
2019-03-31,92.0,14.0,37.0,4.0,3.0,5.0
2019-04-01,36.0,24.0,40.0,7.0,6.0,4.0
2019-04-02,68.0,37.0,42.0,12.0,6.0,3.0
2019-04-03,83.0,43.0,44.0,10.0,6.0,3.0
2019-04-04,71.0,38.0,41.0,14.0,6.0,4.0
2019-04-05,72.0,37.0,26.0,10.0,5.0,5.0
2019-04-06,82.0,26.0,39.0,14.0,4.0,5.0
2019-04-07,70.0,33.0,42.0,17.0,5.0,5.0
2019-04-08,96.0,37.0,46.0,10.0,5.0,3.0
2019-04-09,81.0,25.0,31.0,6.0,4.0,2.0
2019-04-10,56.0,26.0,30.0,7.0,2.0,2.0
2019-04-11,58.0,21.0,25.0,5.0,2.0,2.0
2019-04-12,58.0,31.0,25.0,8.0,2.0,3.0
2019-04-13,78.0,22.0,40.0,5.0,4.0,3.0
2019-04-14,65.0,26.0,41.0,9.0,5.0,3.0
2019-04-15,63.0,26.0,42.0,9.0,5.0,4.0
2019-04-16,76.0,23.0,31.0,12.0,3.0,3.0
2019-04-17,62.0,31.0,45.0,14.0,4.0,4.0
2019-04-18,82.0,39.0,49.0,16.0,3.0,5.0
2019-04-19,77.0,28.0,48.0,9.0,3.0,7.0
2019-04-20,57.0,18.0,43.0,8.0,3.0,
2019-04-21,43.0,19.0,40.0,7.0,4.0,
2019-04-22,61.0,23.0,41.0,8.0,6.0,
2019-04-23,58.0,27.0,38.0,6.0,4.0,
2019-04-24,44.0,33.0,35.0,15.0,4.0,
2019-04-25,53.0,47.0,32.0,15.0,4.0,
2019-04-26,55.0,25.0,19.0,10.0,4.0,
2019-04-27,40.0,18.0,19.0,8.0,3.0,
2019-04-28,49.0,11.0,21.0,12.0,2.0,
2019-04-29,32.0,12.0,13.0,7.0,2.0,
2019-04-30,39.0,21.0,43.0,6.0,2.0,3.0
2019-05-01,47.0,24.0,45.0,10.0,3.0,4.0
2019-05-02,50.0,24.0,28.0,8.0,3.0,4.0
2019-05-03,53.0,20.0,38.0,5.0,3.0,3.0
2019-05-04,40.0,11.0,27.0,4.0,2.0,3.0
2019-05-05,30.0,12.0,28.0,8.0,2.0,4.0
2019-05-06,26.0,18.0,31.0,11.0,2.0,4.0
2019-05-07,34.0,27.0,39.0,10.0,2.0,5.0
2019-05-08,93.0,22.0,31.0,15.0,4.0,5.0
2019-05-09,44.0,15.0,27.0,11.0,3.0,4.0
2019-05-10,46.0,16.0,43.0,7.0,2.0,5.0
2019-05-11,39.0,17.0,28.0,8.0,2.0,4.0
2019-05-12,55.0,8.0,27.0,6.0,1.0,3.0
2019-05-13,25.0,7.0,24.0,5.0,1.0,4.0
2019-05-14,23.0,7.0,11.0,7.0,1.0,4.0
2019-05-15,21.0,13.0,26.0,7.0,3.0,4.0
2019-05-16,44.0,22.0,31.0,9.0,3.0,4.0
2019-05-17,54.0,18.0,40.0,6.0,3.0,4.0
2019-05-18,40.0,13.0,32.0,5.0,4.0,3.0
2019-05-19,33.0,15.0,36.0,7.0,3.0,3.0
2019-05-20,26.0,16.0,25.0,14.0,3.0,4.0
2019-05-21,31.0,8.0,27.0,12.0,3.0,3.0
2019-05-22,19.0,8.0,14.0,11.0,2.0,3.0
2019-05-23,20.0,28.0,12.0,13.0,2.0,5.0
2019-05-24,61.0,23.0,48.0,10.0,2.0,5.0
2019-05-25,62.0,27.0,47.0,10.0,2.0,4.0
2019-05-26,62.0,20.0,37.0,10.0,2.0,4.0
2019-05-27,42.0,17.0,25.0,8.0,2.0,3.0
2019-05-28,25.0,10.0,17.0,6.0,2.0,2.0
2019-05-29,24.0,14.0,20.0,8.0,1.0,3.0
2019-05-30,34.0,22.0,40.0,10.0,2.0,4.0
2019-05-31,57.0,22.0,33.0,10.0,1.0,4.0
2019-06-01,56.0,14.0,41.0,5.0,2.0,4.0
2019-06-02,45.0,11.0,38.0,6.0,3.0,3.0
2019-06-03,40.0,18.0,44.0,7.0,3.0,3.0
2019-06-04,41.0,18.0,40.0,6.0,4.0,4.0
2019-06-05,44.0,14.0,40.0,7.0,3.0,3.0
2019-06-06,32.0,21.0,44.0,10.0,2.0,4.0
2019-06-07,43.0,22.0,46.0,6.0,2.0,4.0
2019-06-08,44.0,13.0,45.0,4.0,1.0,3.0
2019-06-09,41.0,18.0,42.0,6.0,2.0,4.0
2019-06-10,54.0,27.0,45.0,7.0,2.0,5.0
2019-06-11,46.0,27.0,45.0,8.0,2.0,4.0
2019-06-12,38.0,32.0,47.0,10.0,2.0,5.0
2019-06-13,50.0,29.0,49.0,8.0,1.0,5.0
2019-06-14,53.0,35.0,48.0,7.0,2.0,7.0
2019-06-15,64.0,21.0,49.0,5.0,2.0,5.0
2019-06-16,40.0,14.0,37.0,5.0,1.0,4.0
2019-06-17,26.0,20.0,44.0,6.0,2.0,5.0
2019-06-18,54.0,26.0,43.0,9.0,2.0,6.0
2019-06-19,43.0,16.0,37.0,6.0,2.0,5.0
2019-06-20,34.0,20.0,47.0,8.0,2.0,5.0
2019-06-21,39.0,16.0,38.0,4.0,2.0,5.0
2019-06-22,46.0,11.0,41.0,3.0,3.0,4.0
2019-06-23,25.0,15.0,40.0,5.0,2.0,5.0
2019-06-24,37.0,24.0,45.0,6.0,2.0,6.0
2019-06-25,71.0,26.0,47.0,11.0,2.0,6.0
2019-06-26,62.0,25.0,48.0,7.0,2.0,5.0
2019-06-27,51.0,14.0,36.0,7.0,2.0,4.0
2019-06-28,33.0,14.0,48.0,7.0,2.0,5.0
2019-06-29,44.0,14.0,44.0,10.0,2.0,5.0
2019-06-30,44.0,27.0,67.0,12.0,3.0,5.0
2019-07-01,50.0,18.0,47.0,8.0,2.0,5.0
2019-07-02,38.0,13.0,38.0,7.0,2.0,3.0
2019-07-03,38.0,14.0,42.0,11.0,2.0,1.0
2019-07-04,44.0,22.0,39.0,13.0,3.0,1.0
2019-07-05,48.0,20.0,50.0,9.0,3.0,1.0
2019-07-06,53.0,13.0,40.0,5.0,3.0,1.0
2019-07-07,35.0,13.0,33.0,7.0,2.0,1.0
2019-07-08,32.0,14.0,32.0,11.0,3.0,1.0
2019-07-09,34.0,14.0,28.0,8.0,3.0,1.0
2019-07-10,37.0,12.0,25.0,8.0,2.0,1.0
2019-07-11,31.0,14.0,37.0,10.0,3.0,1.0
2019-07-12,38.0,15.0,31.0,6.0,2.0,2.0
2019-07-13,47.0,13.0,23.0,6.0,2.0,1.0
2019-07-14,36.0,12.0,36.0,7.0,2.0,1.0
2019-07-15,36.0,18.0,32.0,9.0,2.0,1.0
2019-07-16,56.0,14.0,27.0,7.0,3.0,1.0
2019-07-17,45.0,18.0,40.0,11.0,3.0,2.0
2019-07-18,50.0,18.0,44.0,13.0,2.0,2.0
2019-07-19,58.0,19.0,48.0,9.0,2.0,3.0
2019-07-20,62.0,18.0,44.0,7.0,2.0,2.0
2019-07-21,43.0,20.0,38.0,11.0,2.0,2.0
2019-07-22,54.0,16.0,16.0,11.0,2.0,2.0
2019-07-23,44.0,16.0,19.0,8.0,2.0,2.0
2019-07-24,47.0,17.0,35.0,8.0,2.0,2.0
2019-07-25,44.0,23.0,42.0,8.0,3.0,2.0
2019-07-26,43.0,19.0,40.0,6.0,4.0,2.0
2019-07-27,48.0,16.0,46.0,4.0,4.0,2.0
2019-07-28,41.0,19.0,54.0,8.0,3.0,2.0
2019-07-29,44.0,21.0,40.0,8.0,3.0,2.0
2019-07-30,52.0,27.0,29.0,7.0,2.0,2.0
2019-07-31,61.0,21.0,40.0,7.0,2.0,2.0
2019-08-01,49.0,14.0,42.0,7.0,3.0,2.0
2019-08-02,47.0,11.0,29.0,6.0,3.0,2.0
2019-08-03,42.0,13.0,33.0,6.0,3.0,1.0
2019-08-04,48.0,13.0,43.0,9.0,3.0,2.0
2019-08-05,42.0,15.0,45.0,11.0,3.0,2.0
2019-08-06,48.0,20.0,35.0,9.0,3.0,2.0
2019-08-07,44.0,15.0,36.0,10.0,3.0,2.0
2019-08-08,42.0,21.0,41.0,13.0,3.0,2.0
2019-08-09,54.0,18.0,36.0,6.0,3.0,2.0
2019-08-10,53.0,6.0,39.0,5.0,3.0,2.0
2019-08-11,38.0,27.0,44.0,8.0,4.0,3.0
2019-08-12,55.0,14.0,30.0,10.0,3.0,2.0
2019-08-13,40.0,14.0,22.0,9.0,3.0,2.0
2019-08-14,43.0,19.0,42.0,5.0,3.0,2.0
2019-08-15,53.0,19.0,23.0,11.0,4.0,2.0
2019-08-16,53.0,16.0,36.0,6.0,3.0,3.0
2019-08-17,54.0,14.0,28.0,7.0,3.0,3.0
2019-08-18,47.0,17.0,44.0,10.0,2.0,3.0
2019-08-19,38.0,12.0,32.0,5.0,1.0,2.0
2019-08-20,49.0,14.0,23.0,6.0,1.0,2.0
2019-08-21,40.0,16.0,34.0,5.0,2.0,2.0
2019-08-22,52.0,19.0,40.0,6.0,3.0,3.0
2019-08-23,65.0,19.0,42.0,7.0,6.0,4.0
2019-08-24,71.0,21.0,39.0,7.0,5.0,4.0
2019-08-25,75.0,27.0,40.0,9.0,5.0,4.0
2019-08-26,75.0,31.0,36.0,10.0,2.0,4.0
2019-08-27,73.0,33.0,45.0,9.0,1.0,3.0
2019-08-28,67.0,28.0,42.0,10.0,2.0,3.0
2019-08-29,59.0,27.0,58.0,9.0,2.0,3.0
2019-08-30,73.0,21.0,52.0,6.0,3.0,3.0
2019-08-31,74.0,27.0,44.0,8.0,3.0,4.0
2019-09-01,67.0,18.0,30.0,9.0,2.0,3.0
2019-09-02,43.0,15.0,23.0,9.0,1.0,2.0
